Person_ID,Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calorie_Requirement,Daily_Calorie_Consumed,Protein_Intake_g,Carbohydrate_Intake_g,Fat_Intake_g,Water_Intake_Liters,Diet_Type,Health_Status
P3314,20.0,,171.2,68.7,23.4,Lightly Active,2361,2280.0,80.7,351.9,61.1,2.8,,Healthy
P3315,,Male,174.4,72.5,23.8,Very Active,2821,2661.0,137.4,90.6,194.3,3.6,Keto,Healthy
P3316,47.0,Female,166.3,61.1,22.1,Sedentary,1589,1572.0,52.0,208.0,59.1,1.8,Balanced,Healthy
P3317,56.0,Female,159.5,64.6,25.4,Moderately Active,2010,2268.0,119.5,265.0,81.1,2.9,,Overweight
P3318,35.0,,176.4,91.2,29.3,Moderately Active,3035,3225.0,113.2,419.7,121.5,2.7,Balanced,Overweight
P3319,28.0,Female,165.2,66.4,24.3,Lightly Active,1997,2119.0,48.6,275.5,91.4,2.1,Mediterranean,Healthy
P3320,60.0,Female,161.5,71.9,27.6,Moderately Active,2097,2334.0,170.8,-17.4,191.1,3.0,Keto,Overweight
P3321,66.0,Female,162.2,68.8,26.2,Moderately Active,2016,2241.0,86.2,307.3,74.1,2.6,Vegetarian,Overweight
P3322,77.0,,173.4,71.8,23.9,Lightly Active,1987,2050.0,68.6,298.7,64.5,2.4,Balanced,Healthy
P3323,55.0,Female,166.6,67.0,24.1,Moderately Active,2085,2198.0,121.6,303.4,55.3,2.9,,Healthy
P3324,57.0,Female,173.5,68.3,22.7,Very Active,2363,2592.0,240.8,269.6,61.2,3.4,High Protein,Healthy
P3325,18.0,Female,162.9,72.6,27.4,Lightly Active,2125,2286.0,160.9,0.4,182.3,2.2,Keto,Overweight
P3326,46.0,Female,157.9,55.7,22.3,Moderately Active,1942,1882.0,98.7,82.4,128.6,2.8,Keto,Healthy
P3327,27.0,Female,160.9,45.0,17.4,Lightly Active,1712,1256.0,100.4,139.6,32.9,2.4,High Protein,Underweight
P3328,45.0,Female,164.5,68.1,25.2,Sedentary,1671,1975.0,73.2,273.2,65.5,2.2,Vegetarian,Overweight
P3329,74.0,Male,171.3,86.3,29.4,Athlete,3128,3541.0,189.6,51.2,286.4,4.8,Keto,Overweight
P3330,48.0,Female,153.2,64.7,27.6,Lightly Active,1805,2126.0,66.6,276.3,83.8,2.0,Mediterranean,Overweight
P3331,36.0,Female,162.1,66.2,25.2,Lightly Active,1933,2315.0,216.3,226.9,60.2,2.3,,Overweight
P3332,20.0,Female,171.7,73.9,25.1,Moderately Active,2443,2766.0,138.3,378.3,77.7,2.9,Balanced,Overweight
P3333,53.0,Male,166.1,77.2,28.0,Moderately Active,2509,2678.0,134.5,342.5,85.5,3.1,Balanced,Overweight
P3334,60.0,Male,168.1,,28.1,Sedentary,1940,2142.0,104.4,320.3,49.2,2.1,Vegan,Overweight
P3335,32.0,Female,165.0,66.5,24.4,Very Active,2476,2246.0,51.6,355.1,68.8,3.6,Vegan,Healthy
P3336,50.0,Female,167.7,54.4,19.3,Sedentary,1504,1609.0,74.4,225.1,45.6,1.7,Vegetarian,Healthy
P3337,58.0,Female,157.1,65.5,26.5,Moderately Active,1998,2103.0,81.2,301.7,63.5,2.7,,Overweight
P3338,,Female,157.2,66.5,26.9,Lightly Active,1773,,67.2,264.2,77.0,2.7,Mediterranean,Overweight
P3339,68.0,Female,162.1,83.9,31.9,Sedentary,1717,,104.8,220.2,70.5,1.8,Mediterranean,Obese
P3340,62.0,Female,152.8,64.2,27.5,Very Active,2150,2259.0,75.5,306.5,81.2,2.8,Balanced,Overweight
P3341,43.0,Female,160.4,68.3,26.5,Moderately Active,2154,2344.0,183.6,268.4,59.6,2.7,High Protein,Overweight
P3342,33.0,Female,163.5,74.9,28.0,Moderately Active,2331,2640.0,118.8,335.5,91.4,3.0,Vegetarian,Overweight
P3343,53.0,Female,172.7,58.4,19.6,Moderately Active,2004,1833.0,159.2,164.8,59.7,2.8,High Protein,Healthy
P3344,50.0,Male,175.6,95.4,30.9,Very Active,3321,4163.0,102.2,597.4,151.6,3.4,,Obese
P3345,37.0,Male,171.5,98.6,33.5,Sedentary,2427,3077.0,159.2,397.3,94.6,2.0,Vegetarian,Obese
P3346,30.0,Female,169.0,65.3,22.9,Moderately Active,2240,2450.0,215.2,274.0,54.8,2.6,High Protein,Healthy
P3347,50.0,Male,177.5,76.2,24.2,Athlete,3187,3441.0,239.0,-7.1,279.3,4.1,Keto,Healthy
P3348,22.0,Male,166.8,96.5,34.7,Sedentary,2468,3064.0,234.2,313.5,97.0,1.9,High Protein,Obese
P3349,54.0,Male,168.0,89.8,31.8,Sedentary,2149,2790.0,147.5,131.1,186.2,2.1,Keto,Obese
P3350,31.0,Male,183.1,81.5,24.3,Athlete,3578,3480.0,265.8,388.5,95.9,3.9,High Protein,Healthy
P3351,44.0,Male,188.3,95.6,27.0,Athlete,3844,4373.0,172.0,687.0,104.1,4.7,,Overweight
P3352,40.0,Male,177.8,94.3,29.8,Moderately Active,3066,3404.0,131.4,491.2,101.5,2.9,Balanced,Overweight
P3353,31.0,Female,153.1,62.3,26.6,Lightly Active,1875,2063.0,205.8,162.8,65.4,2.2,High Protein,Overweight
P3354,57.0,Female,163.9,69.4,25.8,Lightly Active,1857,2152.0,63.0,281.8,85.9,2.2,Mediterranean,Overweight
P3355,21.0,Male,165.6,85.9,31.3,Sedentary,2298,2698.0,144.2,353.6,78.5,1.9,Vegetarian,Obese
P3356,56.0,,179.3,82.2,25.6,Lightly Active,2382,2637.0,107.9,360.0,85.0,2.5,Vegetarian,Overweight
P3357,69.0,Female,157.5,53.6,21.6,Moderately Active,1755,1708.0,156.9,177.4,41.2,2.8,High Protein,Healthy
P3358,,Male,175.5,71.5,23.2,Sedentary,2021,2170.0,146.1,25.1,165.0,2.0,Keto,Healthy
P3359,64.0,Female,159.1,53.7,21.2,Moderately Active,1798,,116.7,32.4,120.3,2.6,Keto,Healthy
P3360,71.0,Female,161.4,,27.9,Lightly Active,1803,1996.0,95.1,271.0,59.1,2.4,Balanced,Overweight
P3361,21.0,Female,169.1,53.3,18.6,Moderately Active,2129,2294.0,116.2,297.9,70.8,2.4,Balanced,Healthy
P3362,47.0,Male,169.6,83.4,29.0,Lightly Active,2410,2536.0,162.5,76.1,175.8,2.2,,Overweight
P3363,,Female,170.4,84.2,29.0,Very Active,2757,3286.0,324.4,259.2,105.7,3.4,High Protein,Overweight
P3364,48.0,Male,175.6,95.8,31.1,Sedentary,2330,3086.0,221.0,50.1,222.4,1.8,Keto,Obese
P3365,48.0,Female,156.0,48.1,19.8,Moderately Active,1810,1780.0,55.7,265.0,55.3,2.7,Balanced,Healthy
P3366,26.0,Female,159.5,,20.7,Moderately Active,2039,2101.0,31.4,310.2,81.6,2.5,,Healthy
P3367,70.0,Male,170.1,74.8,25.9,Sedentary,1811,2170.0,71.2,314.5,69.7,2.4,Vegetarian,Overweight
P3368,30.0,Male,173.2,68.9,23.0,Lightly Active,2299,2324.0,209.7,234.0,61.0,2.1,High Protein,Healthy
P3369,31.0,Male,164.6,64.1,23.7,Moderately Active,2420,2224.0,79.9,305.6,75.8,3.1,,Healthy
P3370,72.0,Female,166.3,67.6,24.4,Moderately Active,1978,2117.0,81.1,285.4,72.3,2.4,Mediterranean,Healthy
P3371,77.0,Male,183.7,90.0,26.7,Very Active,2999,3209.0,121.8,404.5,122.7,3.9,Balanced,Overweight
P3372,63.0,Female,168.2,76.8,27.1,Moderately Active,2179,2372.0,75.4,347.9,75.4,3.0,Balanced,Overweight
P3373,71.0,Male,185.8,77.9,22.6,Lightly Active,2228,,40.7,356.6,89.4,2.6,Vegetarian,Healthy
P3374,27.0,Female,167.6,62.7,22.3,Moderately Active,2216,2107.0,52.8,310.9,72.5,2.5,Balanced,Healthy
P3375,,Female,157.8,70.9,28.5,Moderately Active,2031,2359.0,43.2,351.4,86.7,2.8,,Overweight
P3376,48.0,Female,156.4,65.4,26.7,Moderately Active,2060,2301.0,226.6,217.4,58.3,2.8,High Protein,Overweight
P3377,54.0,Female,165.2,74.9,27.4,Very Active,2446,2847.0,204.1,23.8,215.0,3.5,Keto,Overweight
P3378,40.0,Male,180.3,85.4,26.3,Moderately Active,2900,3146.0,88.0,399.5,132.9,3.2,Mediterranean,Overweight
P3379,44.0,Male,172.3,77.5,26.1,Sedentary,2044,2274.0,41.1,311.1,96.1,2.2,Mediterranean,Overweight
P3380,23.0,Female,162.1,46.7,17.8,Sedentary,1538,1174.0,60.6,156.0,34.2,1.9,Vegetarian,Underweight
P3381,43.0,Male,178.4,96.2,30.2,,2735,3178.0,124.3,418.9,111.7,2.7,Vegetarian,Obese
P3382,19.0,Male,167.1,73.2,26.2,Sedentary,2116,2321.0,133.4,290.8,69.4,2.3,Vegetarian,Overweight
P3383,62.0,,168.3,85.8,30.3,Lightly Active,2329,2749.0,228.6,261.0,87.8,2.4,,Obese
P3384,78.0,Male,175.0,63.8,20.8,Very Active,2312,2522.0,192.4,308.9,57.4,3.3,High Protein,Healthy
P3385,30.0,,174.3,80.5,26.5,Moderately Active,2841,3210.0,174.8,79.8,243.5,3.4,Keto,Overweight
P3386,68.0,Female,162.5,68.5,25.9,Lightly Active,1774,1985.0,104.7,285.0,47.4,2.4,Vegan,Overweight
P3387,67.0,Male,176.2,83.9,27.0,Moderately Active,2600,2926.0,136.3,408.3,83.1,2.8,Vegetarian,Overweight
P3388,77.0,Female,166.1,98.1,35.6,Sedentary,1843,,90.8,400.2,58.0,2.0,Vegan,Obese
P3389,36.0,,167.1,74.6,26.7,Moderately Active,2612,2998.0,296.2,245.1,92.5,3.1,High Protein,Overweight
P3390,18.0,Female,165.4,73.2,26.8,Moderately Active,2416,2791.0,151.6,40.8,224.6,3.0,Keto,Overweight
P3391,57.0,Male,164.1,87.2,32.4,Lightly Active,2366,2788.0,70.6,395.2,102.8,2.5,Balanced,Obese
P3392,49.0,Female,172.9,59.8,20.0,Lightly Active,1821,,115.4,27.7,137.5,2.5,Keto,Healthy
P3393,39.0,Female,162.5,74.1,28.1,Moderately Active,2274,2450.0,118.0,316.0,79.3,2.9,Balanced,Overweight
P3394,65.0,Male,176.0,80.7,26.1,Lightly Active,2262,2607.0,89.7,335.7,100.6,2.4,Balanced,Overweight
P3395,46.0,Female,164.1,75.2,27.9,Sedentary,1743,1920.0,84.8,272.9,54.4,1.9,Vegetarian,Overweight
P3396,19.0,Other,163.1,91.7,34.5,,3668,4720.0,163.5,587.3,190.8,3.7,Mediterranean,Obese
P3397,,Female,156.6,68.5,27.9,,2045,2212.0,171.2,234.4,65.5,2.7,High Protein,Overweight
P3398,55.0,Female,153.3,64.0,27.2,Moderately Active,1978,,132.2,72.8,152.9,2.8,Keto,Overweight
P3399,65.0,Male,171.1,,31.7,Lightly Active,2454,2988.0,112.8,382.9,111.7,2.5,Mediterranean,Obese
P3400,72.0,Female,156.7,81.7,33.3,,2375,2711.0,192.7,39.7,197.9,3.2,Keto,Obese
P3401,28.0,,182.9,71.7,21.4,Very Active,3049,2786.0,107.0,335.0,113.1,3.4,Mediterranean,Healthy
P3402,34.0,Male,175.2,76.3,24.9,Moderately Active,2725,2625.0,141.3,37.6,212.2,2.8,Keto,Healthy
P3403,72.0,Other,157.0,81.5,33.1,Lightly Active,2371,2931.0,119.3,369.7,108.3,2.9,Vegetarian,Obese
P3404,68.0,Male,171.3,81.2,27.7,Lightly Active,2217,2544.0,225.9,230.3,79.9,2.4,High Protein,Overweight
P3405,60.0,Female,161.5,57.6,22.1,Lightly Active,1679,1653.0,60.1,215.4,61.2,2.4,Vegetarian,Healthy
P3406,77.0,Female,174.5,73.4,24.1,Lightly Active,1834,1834.0,132.2,44.7,125.2,2.8,Keto,Healthy
P3407,25.0,Female,154.9,72.1,30.0,Sedentary,1783,2203.0,67.4,348.2,60.1,1.7,Vegan,Obese
P3408,39.0,Other,182.9,69.7,20.8,Very Active,3214,3221.0,124.5,451.6,101.8,3.2,Vegetarian,Healthy
P3409,,Male,182.7,80.8,24.2,Sedentary,2314,2124.0,97.9,276.2,69.7,1.9,Balanced,Healthy
P3410,28.0,,166.8,74.7,26.8,Moderately Active,2682,2979.0,272.4,249.1,99.2,2.8,High Protein,Overweight
P3411,25.0,Male,162.3,69.4,26.3,Lightly Active,2276,2459.0,76.7,357.6,80.2,2.4,Balanced,Overweight
P3412,,Male,188.1,75.4,21.3,Lightly Active,2549,2566.0,107.2,400.5,59.5,2.4,Vegan,Healthy
P3413,43.0,,165.2,82.0,30.0,Sedentary,2083,2686.0,162.8,64.0,197.6,1.8,Keto,Obese
P3414,19.0,Male,176.3,65.3,21.0,Moderately Active,2637,2678.0,74.3,401.6,86.0,3.1,Vegetarian,Healthy
P3415,33.0,Female,163.4,61.5,23.0,Lightly Active,1897,,92.6,80.9,121.9,2.3,Keto,Healthy
P3416,,Female,153.9,67.4,28.5,Lightly Active,1842,1991.0,75.3,283.6,61.7,2.6,Vegetarian,Overweight
P3417,23.0,Male,173.1,92.2,30.8,Moderately Active,3137,,99.9,510.4,115.3,2.7,Balanced,Obese
P3418,70.0,Female,172.0,64.5,21.8,Moderately Active,1974,1944.0,68.6,259.1,70.4,3.2,Vegetarian,Healthy
P3419,38.0,Male,177.5,68.5,21.7,Very Active,2833,2794.0,94.0,378.4,100.5,3.1,Vegetarian,Healthy
P3420,43.0,,181.3,79.2,24.1,Very Active,3062,2900.0,269.3,258.3,87.7,3.5,High Protein,Healthy
P3421,76.0,Female,170.9,62.2,21.3,Very Active,2110,2221.0,214.2,182.9,70.3,3.2,High Protein,Healthy
P3422,36.0,Female,168.1,71.4,25.3,Sedentary,1767,1957.0,43.0,277.1,75.2,2.0,Vegetarian,Overweight
P3423,45.0,Female,169.6,63.0,21.9,Athlete,2585,2672.0,115.9,368.8,81.5,4.1,Vegan,Healthy
P3424,25.0,,165.1,53.2,19.5,Moderately Active,2250,2313.0,123.8,297.7,69.7,2.4,Balanced,Healthy
P3425,31.0,Female,152.8,102.6,43.9,Moderately Active,2690,3365.0,201.9,31.4,270.2,2.8,Keto,Obese
P3426,41.0,Female,162.8,67.6,25.5,Moderately Active,2169,2572.0,220.2,277.4,64.6,3.2,High Protein,Overweight
P3427,65.0,Female,164.0,68.2,25.4,Moderately Active,2023,2128.0,115.4,251.3,73.4,2.6,Mediterranean,Overweight
P3428,61.0,Female,164.2,51.7,19.2,Athlete,2223,2030.0,88.1,263.7,69.2,4.3,Vegetarian,Healthy
P3429,54.0,Female,170.9,52.2,17.9,Sedentary,1471,1242.0,32.7,177.2,44.7,1.9,Vegetarian,Underweight
P3430,73.0,Female,151.6,66.8,29.1,Lightly Active,1676,1848.0,135.0,24.2,134.6,2.3,Keto,Overweight
P3431,43.0,Female,167.2,69.6,24.9,Sedentary,1708,1874.0,96.5,249.7,54.4,2.4,Balanced,Healthy
P3432,48.0,Other,165.9,80.5,29.2,Sedentary,2243,2427.0,61.5,360.7,82.0,2.0,Balanced,Overweight
P3433,73.0,Female,167.1,70.1,25.1,Moderately Active,2011,2166.0,215.1,196.8,57.6,2.9,High Protein,Overweight
P3434,68.0,Male,179.3,70.6,22.0,Sedentary,1810,1841.0,76.2,288.0,42.7,2.0,Vegan,Healthy
P3435,49.0,Female,157.1,41.5,16.8,Very Active,1908,1442.0,53.2,211.0,42.8,3.7,Balanced,Underweight
P3436,67.0,Male,173.9,81.4,26.9,Moderately Active,2531,2786.0,213.7,336.7,64.9,2.6,High Protein,Overweight
P3437,58.0,Male,191.1,76.7,21.0,Moderately Active,2641,2863.0,254.6,297.1,72.9,3.3,High Protein,Healthy
P3438,19.0,Female,162.2,52.4,19.9,Lightly Active,1859,1682.0,28.9,229.6,72.0,2.7,,Healthy
P3439,42.0,Female,157.4,74.5,30.1,,1731,2134.0,47.3,309.6,78.5,2.1,Balanced,Obese
P3440,69.0,Female,166.7,51.8,18.6,Athlete,2174,2102.0,150.6,-10.6,171.3,4.3,,Healthy
P3441,61.0,Male,171.6,88.3,30.0,Moderately Active,2710,3215.0,51.2,476.5,122.7,2.9,Balanced,Obese
P3442,78.0,Female,172.1,53.9,18.2,Lightly Active,1569,,58.3,141.1,42.1,2.3,Mediterranean,Underweight
P3443,19.0,Male,162.1,81.4,31.0,Sedentary,2219,2515.0,109.0,354.8,73.3,2.1,Balanced,Obese
P3444,59.0,Other,174.6,83.4,27.4,Lightly Active,2586,2728.0,103.4,355.4,99.2,2.3,Balanced,Overweight
P3445,18.0,Other,166.6,68.6,24.7,Lightly Active,2600,2853.0,94.9,438.6,79.9,2.8,Vegan,Healthy
P3446,53.0,Female,158.2,83.6,33.4,,2296,2904.0,64.0,395.7,118.3,2.9,Mediterranean,Obese
P3447,74.0,Female,153.1,87.0,37.1,Moderately Active,2179,2820.0,126.1,347.6,102.8,2.9,Mediterranean,Obese
P3448,29.0,Female,163.2,67.9,25.5,Lightly Active,2001,2120.0,99.8,282.9,65.4,2.2,Balanced,Overweight
P3449,,Female,153.5,70.8,30.0,Very Active,2528,2790.0,153.7,351.2,85.6,3.7,Balanced,Obese
P3450,53.0,,171.6,92.4,31.4,Sedentary,2219,2773.0,189.1,1.3,223.5,2.1,Keto,Obese
P3451,58.0,Male,177.7,87.4,27.7,Lightly Active,2451,2839.0,69.3,399.0,107.3,2.4,Balanced,Overweight
P3452,80.0,Female,175.0,72.5,23.7,Very Active,2266,2218.0,98.4,319.6,60.7,3.2,Vegan,Healthy
P3453,45.0,Female,162.4,61.1,23.2,Sedentary,1585,1549.0,68.0,214.2,46.7,1.9,Vegan,Healthy
P3454,55.0,Male,194.6,65.0,17.2,Lightly Active,2174,1688.0,80.6,251.0,40.2,2.1,Vegan,Underweight
P3455,50.0,Female,159.2,52.7,20.8,Moderately Active,1878,1747.0,61.7,228.8,65.0,2.8,Vegetarian,Healthy
P3456,59.0,Male,159.5,105.9,41.6,Sedentary,2325,,109.8,382.5,114.0,2.3,Balanced,Obese
P3457,78.0,Female,154.7,71.2,29.8,Lightly Active,1715,1856.0,156.5,203.0,46.4,2.3,High Protein,Overweight
P3458,63.0,Female,146.7,64.8,30.1,Lightly Active,1689,1994.0,87.7,240.9,75.5,2.4,,Obese
P3459,39.0,Female,157.3,78.7,31.8,Sedentary,1793,2273.0,201.6,219.6,65.3,2.3,High Protein,Obese
P3460,42.0,Female,153.3,58.7,25.0,Sedentary,1540,1617.0,64.9,220.2,52.9,1.9,Balanced,Overweight
P3461,78.0,Male,177.8,88.8,28.1,Sedentary,2026,2360.0,112.6,341.3,60.5,2.0,Vegan,Overweight
P3462,35.0,Male,172.4,81.6,27.5,,2489,2949.0,105.8,403.1,101.5,2.5,Vegetarian,Overweight
P3463,23.0,Female,153.6,69.9,29.6,Sedentary,1764,1865.0,74.8,239.2,67.6,1.9,Balanced,Overweight
P3464,35.0,Female,169.8,62.5,21.7,Very Active,2415,2459.0,93.5,349.2,76.5,3.4,Balanced,Healthy
P3465,69.0,Male,174.4,72.9,24.0,Very Active,2605,2557.0,82.0,381.0,78.3,3.3,Vegan,Healthy
P3466,33.0,Female,152.6,57.5,24.7,Lightly Active,1800,1648.0,68.7,186.2,69.8,2.5,Mediterranean,Healthy
P3467,32.0,Male,177.4,72.9,23.2,Very Active,2992,,272.2,300.0,90.2,3.5,High Protein,Healthy
P3468,65.0,Female,158.5,67.3,26.8,Lightly Active,1759,2008.0,68.2,285.4,66.0,2.5,Vegetarian,Overweight
P3469,25.0,Female,166.5,49.8,18.0,Sedentary,1579,1308.0,104.4,127.5,42.3,2.1,High Protein,Underweight
P3470,30.0,Male,181.2,68.1,20.7,Moderately Active,2635,2800.0,84.0,401.8,95.2,2.7,Vegetarian,Healthy
P3471,72.0,,177.0,84.1,26.8,Moderately Active,2566,,175.2,58.0,207.9,2.7,,Overweight
P3472,60.0,Female,157.9,65.8,26.4,Sedentary,1543,,89.4,33.4,142.8,2.1,Keto,Overweight
P3473,77.0,Female,164.8,69.9,25.7,Lightly Active,1748,2030.0,103.9,33.3,164.6,2.4,Keto,Overweight
P3474,78.0,Female,160.7,67.5,26.1,Sedentary,1478,1589.0,61.6,203.2,58.8,2.0,Mediterranean,Overweight
P3475,,Female,158.8,,36.9,Sedentary,1775,2377.0,104.2,367.1,54.6,2.1,Vegan,Obese
P3476,24.0,Female,160.7,66.6,25.8,Lightly Active,2004,2206.0,60.0,306.4,82.2,2.2,Balanced,Overweight
P3477,34.0,Other,170.9,69.0,23.6,Moderately Active,2841,2962.0,143.5,443.9,68.0,3.0,Vegan,Healthy
P3478,67.0,Female,159.5,68.5,26.9,Sedentary,1542,1793.0,82.5,225.8,62.2,2.0,Balanced,Overweight
P3479,49.0,Female,155.8,76.7,31.6,Sedentary,1713,,161.2,255.1,48.3,1.8,High Protein,Obese
P3480,39.0,Male,174.2,80.6,26.6,Lightly Active,2451,2620.0,224.4,285.9,64.3,2.4,High Protein,Overweight
P3481,72.0,Male,182.9,89.5,26.8,Very Active,3030,3306.0,150.0,430.1,109.5,3.5,Vegetarian,Overweight
P3482,,Female,153.5,71.5,30.3,Sedentary,1548,1793.0,89.6,236.7,54.2,2.1,Balanced,Obese
P3483,74.0,Male,173.6,,26.5,Lightly Active,2161,2437.0,103.2,336.0,75.6,2.7,Balanced,Overweight
P3484,30.0,Female,159.9,66.7,26.1,Lightly Active,1966,2141.0,93.0,245.2,87.6,2.4,Mediterranean,Overweight
P3485,64.0,Female,159.7,83.3,32.7,Moderately Active,2225,2751.0,117.1,349.8,98.2,2.5,Mediterranean,Obese
P3486,40.0,Female,163.0,68.5,25.8,Lightly Active,1943,2124.0,51.1,269.9,93.4,2.6,Mediterranean,Overweight
P3487,79.0,Male,176.3,73.2,23.6,,1760,1584.0,100.3,1.3,130.9,2.4,Keto,Healthy
P3488,71.0,,177.1,79.5,25.3,Sedentary,1920,,103.0,270.2,69.7,2.2,Balanced,Overweight
P3489,46.0,,177.6,60.3,19.1,Lightly Active,2045,2088.0,158.0,237.9,56.0,2.4,High Protein,Healthy
P3490,39.0,Male,173.2,82.4,27.5,Lightly Active,2478,2889.0,81.1,426.8,95.3,2.6,Balanced,Overweight
P3491,18.0,Male,184.0,,27.5,Sedentary,2540,2677.0,144.4,68.0,203.0,2.2,Keto,Overweight
P3492,46.0,Female,154.6,53.0,22.2,,1674,1593.0,120.1,158.9,53.0,2.4,High Protein,Healthy
P3493,65.0,Female,158.3,68.8,27.5,Moderately Active,2004,2400.0,136.8,72.8,173.5,3.1,Keto,Overweight
P3494,22.0,Female,163.2,75.1,28.2,Lightly Active,2135,2325.0,159.6,23.1,177.1,2.2,Keto,Overweight
P3495,75.0,Female,170.0,78.8,27.3,Moderately Active,2136,2491.0,202.5,263.1,69.9,2.8,High Protein,Overweight
P3496,52.0,Male,184.5,94.5,27.8,Lightly Active,2674,3012.0,134.2,439.2,79.8,2.6,Vegan,Overweight
P3497,72.0,Female,167.0,49.0,17.6,Athlete,2102,1522.0,69.6,196.4,50.9,4.3,Vegetarian,Underweight
P3498,27.0,Female,153.4,70.5,30.0,Athlete,2770,3492.0,140.8,440.6,129.6,4.2,,Obese
P3499,36.0,Male,184.1,65.8,19.4,Very Active,2845,3110.0,282.1,266.7,101.6,3.4,,Healthy
P3500,54.0,Female,159.1,,22.4,Athlete,2341,2522.0,108.3,353.1,75.2,4.1,Vegetarian,Healthy
P3501,24.0,Male,181.5,88.5,26.9,Sedentary,2411,2781.0,93.9,381.3,97.8,1.9,Balanced,Overweight
P3502,63.0,Female,162.4,68.8,26.1,Moderately Active,2037,2295.0,90.3,279.7,90.6,2.9,Mediterranean,Overweight
P3503,52.0,Other,169.5,81.0,28.2,Lightly Active,2570,2821.0,110.0,364.1,102.7,2.5,Balanced,Overweight
P3504,62.0,,175.7,72.9,23.6,Very Active,2684,,83.1,385.2,81.5,3.7,Vegetarian,Healthy
P3505,,Female,168.7,80.3,28.2,Lightly Active,2176,2397.0,227.3,246.6,55.7,2.2,High Protein,Overweight
P3506,27.0,Female,158.3,72.3,28.9,Lightly Active,2048,2433.0,197.5,261.0,66.6,2.4,High Protein,Overweight
P3507,19.0,Other,173.0,80.9,27.0,Athlete,3889,4206.0,157.1,513.8,169.2,4.6,Mediterranean,Overweight
P3508,23.0,Male,167.2,69.4,24.8,Lightly Active,2324,2267.0,201.9,246.5,52.6,2.5,High Protein,Healthy
P3509,25.0,Female,173.9,77.1,25.5,Moderately Active,2466,2749.0,215.2,331.0,62.7,2.7,High Protein,Overweight
P3510,53.0,,166.7,78.6,28.3,Moderately Active,2543,2826.0,186.9,-5.2,233.3,3.1,Keto,Overweight
P3511,42.0,Male,171.8,75.1,25.4,Lightly Active,2311,,234.0,218.7,68.6,2.5,High Protein,Overweight
P3512,61.0,,174.8,88.4,28.9,Lightly Active,2427,2646.0,211.3,276.5,77.2,2.8,High Protein,Overweight
P3513,77.0,Other,162.4,80.8,30.6,Sedentary,2056,2517.0,105.0,377.9,65.1,2.0,Vegan,Obese
P3514,64.0,Female,164.0,58.8,21.9,Athlete,2322,2442.0,90.2,327.9,85.5,4.5,Vegetarian,Healthy
P3515,,Female,163.4,87.5,32.8,Athlete,2881,3579.0,154.9,457.9,125.3,4.3,Mediterranean,Obese
P3516,24.0,Female,155.5,83.4,34.5,Moderately Active,2475,2960.0,195.1,10.3,237.6,2.8,Keto,Obese
P3517,63.0,Male,169.5,88.3,30.7,Moderately Active,2677,3389.0,103.0,469.0,122.3,3.0,,Obese
P3518,40.0,Male,176.6,85.4,27.4,Sedentary,2223,2556.0,91.2,329.3,97.1,1.7,Vegetarian,Overweight
P3519,36.0,,188.7,84.2,23.6,Lightly Active,2637,2504.0,204.7,279.6,63.0,2.0,High Protein,Healthy
P3520,63.0,Male,177.3,66.8,21.3,Lightly Active,2030,1869.0,63.1,271.7,58.9,2.3,Balanced,Healthy
P3521,39.0,Male,172.5,82.2,27.6,Moderately Active,2784,,312.0,312.9,84.3,2.7,,Overweight
P3522,30.0,Male,164.3,81.6,30.2,Sedentary,2160,2662.0,236.3,280.7,66.0,1.6,High Protein,Obese
P3523,78.0,Male,173.5,77.2,25.6,Moderately Active,2344,2523.0,101.0,330.0,88.8,3.0,Mediterranean,Overweight
P3524,38.0,Male,176.6,77.9,25.0,Moderately Active,2734,2978.0,91.5,439.2,95.0,2.7,Balanced,Overweight
P3525,18.0,Male,172.3,56.2,18.9,Sedentary,1879,1979.0,99.4,295.4,44.4,1.9,Vegan,Healthy
P3526,76.0,Male,163.3,71.9,27.0,Sedentary,1685,1934.0,136.0,-13.4,160.4,2.0,Keto,Overweight
P3527,36.0,Other,158.7,82.1,32.6,Sedentary,2301,3074.0,101.2,457.0,93.5,2.2,Vegan,Obese
P3528,78.0,Female,165.3,85.3,31.2,Moderately Active,2187,2659.0,68.9,394.3,89.6,2.9,Vegetarian,Obese
P3529,77.0,Other,174.9,65.5,21.4,Lightly Active,2193,,88.8,261.2,66.2,2.4,Vegetarian,Healthy
P3530,50.0,Male,168.8,83.4,29.3,Sedentary,2078,2400.0,103.6,319.5,78.6,2.1,Balanced,Overweight
P3531,21.0,Male,179.7,91.1,28.2,Moderately Active,3181,3461.0,338.4,329.4,87.7,2.8,High Protein,Overweight
P3532,59.0,Female,168.3,61.8,21.8,Sedentary,1542,1487.0,27.0,217.1,56.8,1.8,Vegetarian,Healthy
P3533,20.0,Male,184.8,86.9,25.4,Lightly Active,2786,3007.0,190.0,19.9,240.8,2.0,Keto,Overweight
P3534,44.0,Male,176.7,81.0,25.9,Moderately Active,2746,3010.0,84.0,418.7,111.0,3.0,Balanced,Overweight
P3535,69.0,Male,181.6,94.5,28.7,Moderately Active,2843,3338.0,228.3,99.9,225.0,2.8,Keto,Overweight
